code_com,type_nom,nom,inscrits
22012,3,Bouillie,655
22013,0,Bourbriac,1712
22014,0,Bourseul,867
22015,0,Bréhand,1266
22016,1,Île-de-Bréhat,503
22018,0,Brélidy,257
22019,0,Bringolo,344
22020,0,Broons,2103
22021,0,Brusvily,881
22023,0,Bulat-Pestivien,311
22024,0,Calanhel,181
22025,0,Callac,1580
22026,0,Calorguen,596
22027,2,Cambout,346
22028,0,Camlez,656
22029,0,Canihuel,290
22030,0,Caouënnec-Lanvézéac,666
22031,0,Carnoët,491
22032,0,Caulnes,1866
22033,0,Caurel,306
22034,0,Cavan,1210
22035,4,Champs-Géraux,835
22036,3,Chapelle-Blanche,163
22037,3,Chapelle-Neuve,294
22039,3,Chèze,418
22040,0,Coadout,428
22041,0,Coatascorn,205
22042,0,Coatréven,382
22043,0,Coëtlogon,163
22044,0,Coëtmieux,1391
22045,0,Cohiniac,300
22046,2,Mené,4469
22047,0,Corlay,757
22048,0,Corseul,1805
22049,0,Créhen,1361
22050,0,Dinan,10691
22052,0,Duault,265
22053,1,Éréac,492
22054,1,Erquy,3569
22055,0,Binic-Étables-sur-Mer,6444
22056,1,Évran,1343
22057,2,Faouët,301
22059,2,Fœil,1045
22060,0,Gausson,501
22061,0,Glomel,1071
22062,0,Gomené,438
22063,0,Gommenec'h,456
22064,0,Gouarec,503
22065,0,Goudelin,1343
22067,0,Grâces,2082
22068,0,Grâce-Uzel,323
22069,0,Guenroc,182
22070,0,Guingamp,4434
22071,0,Guitté,484
22072,0,Gurunhuel,327
22073,3,Harmoye,305
22074,2,Haut-Corlay,503
22075,1,Hémonstoir,486
22076,1,Hénanbihen,1173
22077,0,Hénansal,961
22079,0,Hénon,1671
22081,1,Hillion,3532
22082,2,Hinglé,693
22083,1,Illifaut,524
22084,0,Jugon-les-Lacs,1911
22085,0,Kerbors,256
22086,0,Kerfot,533
22087,0,Kergrist-Moëlou,458
22088,0,Kerien,206
22090,0,Kermaria-Sulard,887
22091,0,Kermoroc'h,341
22092,0,Kerpert,231
22093,0,Lamballe-Armor,12789
22094,0,Lancieux,1629
22095,0,Landebaëron,154
22096,0,Landébia,364
22097,3,Landec,484
22098,0,Landéhen,996
22099,0,Lanfains,779
22101,0,Langoat,932
22103,0,Langrolay-sur-Rance,818
22104,0,Languédias,404
22105,0,Languenan,898
22106,0,Langueux,6129
22107,0,Bon Repos sur Blavet,967
22108,0,Lanleff,106
22109,0,Lanloup,195
22110,0,Lanmérin,403
22111,0,Lanmodez,370
22112,0,Lannebert,349
22113,0,Lannion,14424
22114,0,Lanrelas,657
22115,0,Lanrivain,341
22116,0,Lanrodec,937
22117,0,Lantic,1342
22118,0,Lanvallay,3376
22119,0,Lanvellec,512
22121,0,Lanvollon,1355
22122,0,Laurenan,556
22124,0,Lescouët-Gouarec,157
22126,2,Leslay,115
22127,0,Lézardrieux,1409
22128,0,Locarn,306
22129,0,Loc-Envel,67
22131,0,Loguivy-Plougras,727
22132,0,Lohuec,206
22133,0,Loscouët-sur-Meu,514
22134,0,Louannec,2772
22135,0,Louargat,1878
22136,0,Loudéac,7156
22137,0,Maël-Carhaix,1083
22138,0,Maël-Pestivien,262
22139,0,Magoar,68
22140,3,Malhoure,445
22141,0,Mantallot,174
22143,0,Matignon,1459
22144,3,Méaugon,985
22145,0,Mégrit,599
22146,0,Mellionnec,367
22147,0,Merdrignac,2159
22148,0,Mérillac,186
22149,0,Merléac,370
22150,2,Merzer,722
22152,0,Minihy-Tréguier,894
22153,0,Moncontour,398
22155,3,Motte,1590
22156,0,Moustéru,517
22157,2,Moustoir,497
22158,0,Guerlédan,1891
22160,0,Noyal,694
22161,0,Pabu,2031
22162,0,Paimpol,6296
22163,0,Paule,553
22164,0,Pédernec,1452
22165,0,Penguily,454
22166,0,Penvénan,2496
22168,0,Perros-Guirec,7260
22169,0,Peumerit-Quintin,121
22170,0,Plaine-Haute,1202
22171,0,Plaintel,3402
22172,0,Plancoët,2386
22174,0,Pléboulle,622
22175,0,Plédéliac,1217
22176,0,Plédran,5244
22177,0,Pléguien,1016
22178,0,Pléhédel,1093
22179,0,Fréhel,1543
22180,0,Plélan-le-Petit,1493
22181,0,Plélauff,547
22182,0,Plélo,2426
22183,0,Plémet,2687
22184,0,Plémy,1174
22185,0,Plénée-Jugon,1818
22186,0,Pléneuf-Val-André,4205
22187,0,Plérin,10998
22188,0,Plerneuf,791
22189,0,Plésidy,427
22190,0,Pleslin-Trigavou,3132
22193,0,Plestan,1232
22194,0,Plestin-les-Grèves,3145
22195,0,Pleubian,2235
22196,0,Pleudaniel,724
22197,0,Pleudihen-sur-Rance,2354
22198,0,Pleumeur-Bodou,3591
22199,0,Pleumeur-Gautier,986
22200,0,Pléven,459
22201,0,Plévenon,750
22202,0,Plévin,559
22203,0,Plœuc-L'Hermitage,3191
22204,0,Ploëzal,978
22205,0,Plorec-sur-Arguenon,347
22206,0,Châtelaudren-Plouagat,2714
22207,0,Plouaret,1729
22208,0,Plouasne,1304
22209,0,Beaussais-sur-Mer,3286
22210,0,Ploubazlanec,2856
22211,0,Ploubezre,2931
22212,0,Plouëc-du-Trieux,920
22213,0,Plouër-sur-Rance,2932
22214,0,Plouézec,2970
22215,0,Ploufragan,8499
22216,0,Plougonver,571
22217,0,Plougras,358
22218,0,Plougrescant,1259
22219,0,Plouguenast-Langast,1905
22220,0,Plouguernével,1288
22221,0,Plouguiel,1476
22222,0,Plouha,4305
22223,0,Plouisy,1509
22224,0,Ploulec'h,1352
22225,0,Ploumagoar,4094
22226,0,Ploumilliau,2086
22227,0,Plounérin,567
22228,0,Plounévez-Moëdec,1166
22229,0,Plounévez-Quintin,806
22231,0,Plourac'h,271
22232,0,Plourhan,1689
22233,0,Plourivo,1865
22234,0,Plouvara,840
22235,0,Plouzélambre,177
22236,0,Pludual,552
22237,0,Pluduno,1834
22238,0,Plufur,478
22239,0,Plumaudan,963
22240,0,Plumaugat,863
22241,0,Plumieux,747
22242,0,Plurien,1376
22243,0,Plusquellec,432
22244,0,Plussulien,364
22245,0,Pluzunet,790
22246,0,Pommeret,1589
22248,0,Pommerit-le-Vicomte,1417
22249,0,Pont-Melvez,482
22250,0,Pontrieux,747
22251,0,Pordic,6212
22254,0,Prat,838
22255,3,Prénessaye,645
22256,0,Quemper-Guézennec,895
22257,0,Quemperven,301
22258,0,Quessoy,3020
22259,0,Quévert,3128
22260,2,Quillio,374
22261,0,Quintenic,270
22262,0,Quintin,1970
22263,2,Quiou,291
22264,3,Roche-Jaudy,1944
22265,0,Rospez,1430
22266,0,Rostrenen,2236
22267,0,Rouillac,272
22268,0,Ruca,499
22269,0,Runan,177
22271,0,Saint-Adrien,301
22272,0,Saint-Agathon,1714
22273,0,Saint-Alban,1901
22274,0,Saint-André-des-Eaux,260
22275,0,Saint-Barnabé,994
22276,0,Saint-Bihy,184
22277,0,Saint-Brandan,1736
22278,0,Saint-Brieuc,29393
22279,0,Saint-Caradec,835
22280,0,Saint-Carné,898
22281,0,Saint-Carreuc,1122
22282,0,Saint-Cast-le-Guildo,3522
22283,0,Saint-Clet,701
22284,0,Saint-Connan,233
22285,0,Saint-Connec,210
22286,0,Saint-Denoual,356
22287,0,Saint-Donan,1205
22288,0,Saint-Étienne-du-Gué-de-l'Isle,267
22289,0,Saint-Fiacre,177
22291,0,Saint-Gildas,203
22293,0,Saint-Gilles-les-Bois,334
22294,0,Saint-Gilles-Pligeaux,215
22295,0,Saint-Gilles-Vieux-Marché,281
22296,0,Saint-Glen,495
22299,0,Saint-Hélen,1150
22300,0,Saint-Hervé,325
22302,0,Saint-Jacut-de-la-Mer,1006
22304,0,Saint-Jean-Kerdaniel,418
22305,0,Saint-Jouan-de-l'Isle,316
22306,0,Saint-Judoce,461
22307,0,Saint-Julien,1570
22308,0,Saint-Juvat,520
22309,0,Saint-Launeuc,149
22310,0,Saint-Laurent,356
22311,0,Saint-Lormel,702
22312,0,Saint-Maden,199
22313,0,Saint-Martin-des-Prés,262
22314,0,Saint-Maudan,311
22315,0,Saint-Maudez,241
22316,0,Saint-Mayeux,320
22317,0,Saint-Méloir-des-Bois,206
22318,0,Saint-Michel-de-Plélan,268
22319,0,Saint-Michel-en-Grève,403
22320,0,Saint-Nicodème,137
22321,0,Saint-Nicolas-du-Pélem,1244
22322,0,Saint-Péver,312
22323,0,Saint-Pôtan,665
22324,0,Saint-Quay-Perros,1197
22325,0,Saint-Quay-Portrieux,3240
22326,0,Saint-Rieul,399
22327,0,Saint-Samson-sur-Rance,1270
22328,0,Saint-Servais,294
22330,0,Saint-Thélo,321
22331,0,Sainte-Tréphine,135
22332,0,Saint-Trimoël,371
22333,0,Saint-Vran,581
22334,0,Saint-Igeaux,107
22335,0,Senven-Léhart,178
22337,0,Sévignac,804
22338,0,Squiffiec,642
22339,0,Taden,1887
22340,0,Tonquédec,991
22341,0,Tramain,526
22342,0,Trébédan,306
22343,0,Trébeurden,3691
22344,0,Trébrivan,550
22345,0,Trébry,615
22346,0,Trédaniel,700
22347,0,Trédarzec,912
22348,0,Trédias,375
22349,0,Trédrez-Locquémeau,1303
22350,0,Tréduder,194
22351,0,Treffrin,439
22352,0,Tréfumel,223
22353,0,Trégastel,2495
22354,0,Tréglamus,772
22356,0,Trégomeur,744
22358,0,Trégonneau,405
22359,0,Trégrom,325
22360,0,Trégueux,6374
22361,0,Tréguidel,533
22362,0,Tréguier,1558
22363,0,Trélévern,1065
22364,0,Trélivan,2303
22365,0,Trémargat,156
22366,0,Trémel,328
22368,0,Tréméreuc,636
22369,0,Trémeur,612
22370,0,Tréméven,303
22371,0,Trémorel,842
22372,0,Trémuson,1591
22373,0,Tréogan,74
22375,0,Tressignaux,545
22376,0,Trévé,1196
22377,0,Tréveneuc,818
22378,0,Trévérec,188
22379,0,Trévou-Tréguignec,1304
22380,0,Trévron,584
22381,0,Trézény,259
22383,0,Troguéry,193
22384,1,Uzel,771
22385,3,Vicomté-sur-Rance,956
22386,2,Vieux-Bourg,538
22387,2,Vieux-Marché,1049
22388,0,Vildé-Guingalan,941
22389,1,Yffiniac,3679
22390,1,Yvias,617
22391,1,Yvignac-la-Tour,897
23001,1,Ahun,1011
23002,1,Ajain,692
23003,1,Alleyrat,108
23004,1,Anzême,453
23005,1,Arfeuille-Châtain,135
23006,1,Arrènes,209
23007,1,Ars,196
23008,1,Aubusson,2395
23009,1,Auge,92
23010,1,Augères,105
23011,1,Aulon,147
23012,1,Auriat,105
23013,1,Auzances,892
23014,1,Azat-Châtenet,97
23015,1,Azerables,632
23016,0,Banize,132
23017,0,Basville,167
23018,0,Bazelat,208
23019,0,Beissat,34
23020,0,Bellegarde-en-Marche,282
23021,0,Bénévent-l'Abbaye,544
23022,0,Bétête,303
23023,0,Blaudeix,96
23024,0,Blessac,442
23025,0,Bonnat,1044
23026,0,Bord-Saint-Georges,286
23027,0,Bosmoreau-les-Mines,185
23028,0,Bosroger,78
23029,2,Bourg-d'Hem,190
23030,0,Bourganeuf,1495
23031,0,Boussac,896
23032,0,Boussac-Bourg,610
23033,3,Brionne,355
23034,0,Brousse,28
23035,0,Budelière,447
23036,0,Bussière-Dunoise,751
23037,0,Bussière-Nouvelle,90
23038,0,Bussière-Saint-Georges,179
23039,3,Celle-Dunoise,488
23040,3,Celle-sous-Gouzon,117
23041,3,Cellette,225
23042,0,Ceyroux,104
23043,0,Chamberaud,93
23044,0,Chambon-Sainte-Croix,76
23045,0,Chambon-sur-Voueize,596
23046,0,Chambonchard,76
23047,0,Chamborand,201
23048,0,Champagnat,340
23049,0,Champsanglard,202
23050,3,Chapelle-Baloue,116
23051,3,Chapelle-Saint-Martial,66
23052,3,Chapelle-Taillefert,297
23053,0,Chard,146
23054,0,Charron,163
23055,0,Châtelard,31
23056,0,Châtelus-le-Marcheix,267
23057,0,Châtelus-Malvaleix,398
23058,2,Chauchet,86
23059,3,Chaussade,99
23060,0,Chavanat,109
23061,0,Chénérailles,497
23062,0,Chéniers,444
23063,0,Clairavaux,116
23064,0,Clugnat,491
23065,0,Colondannes,218
23066,2,Compas,183
23067,3,Courtine,487
23068,0,Cressat,455
23069,0,Crocq,314
23070,0,Crozant,393
23071,0,Croze,158
23072,0,Domeyrot,217
23073,0,Dontreix,379
23074,2,Donzeil,152
23075,0,Dun-le-Palestel,825
23076,1,Évaux-les-Bains,1000
23077,0,Faux-la-Montagne,332
23078,0,Faux-Mazuras,141
23079,0,Felletin,1096
23080,0,Féniers,80
23081,0,Flayat,309
23082,0,Fleurat,265
23083,0,Fontanières,198
23084,3,Forêt-du-Temple,114
23086,0,Fransèches,202
23087,0,Fresselines,491
23088,0,Gartempe,111
23089,0,Genouillac,558
23090,0,Gentioux-Pigerolles,295
23091,0,Gioux,157
23092,0,Glénic,497
23093,0,Gouzon,1268
23095,2,Grand-Bourg,945
23096,0,Guéret,8156
23097,1,Issoudun-Létrieix,231
23098,0,Jalesches,62
23099,0,Janaillat,278
23100,0,Jarnages,359
23101,0,Jouillat,342
23102,0,Ladapeyre,265
23103,0,Lafat,314
23104,0,Lavaufranche,195
23105,0,Lavaveix-les-Mines,488
23106,0,Lépaud,285
23107,0,Lépinas,140
23108,0,Leyrat,116
23109,0,Linard-Malval,167
23110,0,Lioux-les-Monges,52
23111,0,Lizières,220
23112,0,Lourdoueix-Saint-Pierre,625
23113,0,Lupersat,269
23114,0,Lussat,331
23115,0,Magnat-l'Étrange,169
23116,0,Mainsat,408
23117,0,Maison-Feyne,252
23118,0,Maisonnisses,183
23119,0,Malleret,43
23120,0,Malleret-Boussac,156
23122,0,Mansat-la-Courrière,83
23123,4,Mars,165
23124,0,Marsac,533
23125,2,Mas-d'Artige,92
23127,0,Mautes,181
23128,0,Mazeirat,114
23129,3,Mazière-aux-Bons-Hommes,62
23130,0,Méasnes,443
23131,0,Mérinchal,546
23132,0,Montaigut-le-Blanc,306
23133,0,Montboucher,295
23134,2,Monteil-au-Vicomte,167
23136,0,Mortroux,253
23137,0,Mourioux-Vieilleville,423
23138,0,Moutier-d'Ahun,165
23139,0,Moutier-Malcard,398
23140,0,Moutier-Rozeille,329
23141,0,Naillat,555
23142,0,Néoux,243
23143,0,Noth,379
23144,3,Nouaille,229
23145,0,Nouhant,254
23146,0,Nouzerines,210
23147,0,Nouzerolles,78
23148,0,Nouziers,193
23149,0,Parsac-Rimondeix,565
23150,0,Peyrabout,120
23151,0,Peyrat-la-Nonière,373
23152,0,Pierrefitte,63
23154,0,Pionnat,541
23155,0,Pontarion,278
23156,0,Pontcharraud,71
23157,3,Pouge,68
23158,0,Poussanges,123
23159,0,Puy-Malsignat,132
23160,0,Reterre,233
23162,0,Roches,284
23164,0,Rougnat,406
23165,0,Royère-de-Vassivière,437
23166,0,Sagnat,174
23167,0,Sannat,285
23168,0,Sardent,618
23169,3,Saunière,485
23170,0,Savennes,195
23171,0,Sermur,104
23172,3,Serre-Bussière-Vieille,84
23173,0,Soubrebost,112
23174,0,Soumans,469
23175,0,Sous-Parsat,102
23176,3,Souterraine,3672
23177,0,Saint-Agnant-de-Versillat,953
23178,0,Saint-Agnant-près-Crocq,171
23179,0,Saint-Alpinien,227
23180,0,Saint-Amand,389
23181,0,Saint-Amand-Jartoudeix,146
23182,0,Saint-Avit-de-Tardes,146
23183,0,Saint-Avit-le-Pauvre,73
23184,0,Saint-Bard,93
23185,0,Saint-Chabrais,271
23186,0,Saint-Christophe,135
23187,0,Saint-Dizier-la-Tour,168
23188,0,Saint-Dizier-les-Domaines,187
23189,0,Saint-Dizier-Masbaraud,914
23190,0,Saint-Domet,150
23191,0,Saint-Éloi,160
23192,0,Fursac,1232
23193,0,Sainte-Feyre,2040
23194,0,Sainte-Feyre-la-Montagne,99
23195,0,Saint-Fiel,871
23196,0,Saint-Frion,180
23197,0,Saint-Georges-la-Pouge,295
23198,0,Saint-Georges-Nigremont,127
23199,0,Saint-Germain-Beaupré,316
23200,0,Saint-Goussaud,160
23201,0,Saint-Hilaire-la-Plaine,176
23202,0,Saint-Hilaire-le-Château,207
23203,0,Saint-Julien-la-Genête,187
23204,0,Saint-Julien-le-Châtel,121
23205,0,Saint-Junien-la-Bregère,123
23206,0,Saint-Laurent,507
23207,0,Saint-Léger-Bridereix,144
23208,0,Saint-Léger-le-Guérétois,341
23209,0,Saint-Loup,156
23210,0,Saint-Maixant,199
23211,0,Saint-Marc-à-Frongier,353
23212,0,Saint-Marc-à-Loubaud,120
23213,0,Saint-Marien,149
23214,0,Saint-Martial-le-Mont,194
23215,0,Saint-Martial-le-Vieux,119
23216,0,Saint-Martin-Château,152
23217,0,Saint-Martin-Sainte-Catherine,284
23218,0,Saint-Maurice-près-Crocq,92
23219,0,Saint-Maurice-la-Souterraine,897
23220,0,Saint-Médard-la-Rochette,510
23221,0,Saint-Merd-la-Breuille,202
23222,0,Saint-Michel-de-Veisse,146
23223,0,Saint-Moreil,192
23224,0,Saint-Oradoux-de-Chirouze,87
23225,0,Saint-Oradoux-près-Crocq,94
23226,0,Saint-Pardoux-d'Arnet,150
23227,0,Saint-Pardoux-Morterolles,181
23228,0,Saint-Pardoux-le-Neuf,159
23229,0,Saint-Pardoux-les-Cards,257
23230,0,Saint-Pierre-Chérignat,146
23232,0,Saint-Pierre-Bellevue,210
23233,0,Saint-Pierre-le-Bost,120
23234,0,Saint-Priest,140
23235,0,Saint-Priest-la-Feuille,601
23236,0,Saint-Priest-la-Plaine,231
23237,0,Saint-Priest-Palus,48
23238,0,Saint-Quentin-la-Chabanne,314
23239,0,Saint-Sébastien,513
23240,0,Saint-Silvain-Bas-le-Roc,375
23241,0,Saint-Silvain-Bellegarde,188
23242,0,Saint-Silvain-Montaigut,167
23243,0,Saint-Silvain-sous-Toulx,120
23244,0,Saint-Sulpice-le-Dunois,508
23245,0,Saint-Sulpice-le-Guérétois,1628
23246,0,Saint-Sulpice-les-Champs,309
23247,0,Saint-Vaury,1350
23248,0,Saint-Victor-en-Marche,322
23249,0,Saint-Yrieix-la-Montagne,183
23250,0,Saint-Yrieix-les-Bois,250
23251,0,Tardes,104
23252,0,Tercillat,131
23253,0,Thauron,131
23254,0,Toulx-Sainte-Croix,251
23255,0,Trois-Fonds,109
23257,0,Vallière,649
23258,0,Vareilles,230
23259,0,Verneiges,91
23260,0,Vidaillat,138
23261,0,Viersat,222
23262,0,Vigeville,128
23263,0,Villard,286
23264,3,Villedieu,45
23265,3,Villeneuve,61
23266,3,Villetelle,144
24001,1,Abjat-sur-Bandiat,474
24002,1,Agonac,1318
24004,1,Ajat,257
24005,1,Alles-sur-Dordogne,311
24006,1,Allas-les-Mines,176
24007,1,Allemans,397
24008,1,Angoisse,476
24009,1,Anlhiac,247
24010,1,Annesse-et-Beaulieu,1105
24011,1,Antonne-et-Trigonant,891
24012,1,Archignac,341
24014,1,Aubas,567
24015,1,Audrix,221
24016,1,Augignac,652
24018,1,Auriac-du-Périgord,353
24019,1,Azerat,358
24020,3,Bachellerie,699
24021,0,Badefols-d'Ans,324
24022,0,Badefols-sur-Dordogne,161
24023,0,Baneuil,301
24024,0,Bardou,29
24025,0,Bars,211
24026,0,Bassillac et Auberoche,3671
24027,0,Bayac,270
24028,0,Beaumontois en Périgord,1400
24029,0,Beaupouyet,478
24030,0,Beauregard-de-Terrasson,575
24031,0,Beauregard-et-Bassac,227
24032,0,Beauronne,301
24034,0,Beleymas,212
24035,0,Pays de Belvès,1025
24036,0,Berbiguières,129
24037,0,Bergerac,20375
24038,0,Bertric-Burée,321
24039,0,Besse,154
24040,0,Beynac-et-Cazenac,398
24042,0,Biras,522
24043,0,Biron,126
24045,0,Boisse,193
24046,0,Boisseuilh,96
24048,0,Bonneville-et-Saint-Avit-de-Fumadières,260
24050,0,Borrèze,291
24051,0,Bosset,195
24052,0,Bouillac,114
24053,0,Boulazac Isle Manoire,8332
24054,0,Bouniagues,441
24055,0,Bourdeilles,538
24056,2,Bourdeix,180
24057,0,Bourg-des-Maisons,54
24058,0,Bourg-du-Bost,204
24059,0,Bourgnac,301
24060,0,Bourniquel,67
24061,0,Bourrou,108
24062,0,Bouteilles-Saint-Sébastien,106
24063,0,Bouzic,142
24064,0,Brantôme en Périgord,2952
24066,0,Brouchaud,194
24067,2,Bugue,1997
24068,2,Buisson-de-Cadouin,1588
24069,0,Bussac,321
24070,0,Busserolles,363
24071,0,Bussière-Badil,275
24073,0,Calès,312
24074,0,Calviac-en-Périgord,428
24075,0,Campagnac-lès-Quercy,232
24076,0,Campagne,322
24077,0,Campsegret,324
24080,0,Capdrot,276
24081,0,Carlux,543
24082,0,Carsac-Aillac,1252
24083,0,Carsac-de-Gurson,165
24084,0,Carves,75
24085,3,Cassagne,132
24086,0,Castelnaud-la-Chapelle,395
24087,0,Castels et Bézenac,612
24088,0,Cause-de-Clérans,254
24090,0,Celles,425
24091,0,Cénac-et-Saint-Julien,976
24094,0,Chalagnac,356
24095,0,Chalais,315
24096,0,Champagnac-de-Belair,606
24097,0,Champagne-et-Fontaine,260
24098,0,Champcevinel,2413
24100,0,Champniers-et-Reilhac,350
24101,0,Champs-Romain,254
24102,0,Chancelade,3670
24104,0,Chantérac,528
24105,0,Chapdeuil,102
24106,3,Chapelle-Aubareil,421
24107,3,Chapelle-Faucher,329
24108,3,Chapelle-Gonaguet,855
24109,3,Chapelle-Grésignac,99
24110,3,Chapelle-Montabourlet,52
24111,3,Chapelle-Montmoreau,60
24113,3,Chapelle-Saint-Jean,85
24114,0,Chassaignes,57
24115,0,Château-l'Évêque,1798
24116,0,Châtres,160
24117,4,Coteaux Périgourdins,508
24119,0,Cherval,209
24120,0,Cherveix-Cubas,474
24121,0,Chourgnac,49
24122,0,Cladech,81
24123,0,Clermont-de-Beauregard,96
24124,0,Clermont-d'Excideuil,199
24126,0,Colombier,214
24128,0,Comberanche-et-Épeluche,145
24129,0,Condat-sur-Trincou,387
24130,0,Condat-sur-Vézère,695
24131,0,Connezac,61
24132,0,Conne-de-Labarde,210
24133,3,Coquille,926
24134,0,Corgnac-sur-l'Isle,690
24135,0,Cornille,584
24136,0,Coubjours,101
24137,0,Coulaures,583
24138,0,Coulounieix-Chamiers,6102
24139,0,Coursac,1785
24140,0,Cours-de-Pile,1127
24141,0,Coutures,144
24142,0,Coux et Bigaroque-Mouzens,1008
24143,0,Couze-et-Saint-Front,553
24144,0,Creyssac,88
24145,0,Creysse,1423
24146,0,Creyssensac-et-Pissot,202
24147,0,Cubjac-Auvézère-Val d'Ans,943
24148,0,Cunèges,263
24150,0,Daglan,446
24151,0,Doissat,97
24152,0,Domme,727
24153,3,Dornac,370
24154,0,Douchapt,294
24155,0,Douville,370
24156,3,Douze,878
24157,0,Douzillac,627
24158,0,Dussac,333
24159,1,Échourgnac,324
24160,1,Église-Neuve-de-Vergt,402
24161,1,Église-Neuve-d'Issac,108
24162,1,Escoire,381
24163,1,Étouars,126
24164,1,Excideuil,788
24165,1,Eygurande-et-Gardedeuil,303
24167,1,Eymet,1779
24168,0,Plaisance,339
24171,1,Eyzerac,454
24172,4,Eyzies,909
24174,0,Fanlac,139
24175,4,Farges,269
24176,0,Faurilles,35
24177,0,Faux,527
24179,3,Feuillade,625
24180,0,Firbeix,227
24182,2,Fleix,1166
24183,0,Fleurac,223
24184,0,Florimont-Gaumier,114
24186,0,Fonroque,223
24188,0,Fossemagne,419
24189,0,Fougueyrolles,395
24190,0,Fouleix,196
24191,0,Fraisse,154
24192,0,Gabillou,88
24193,0,Gageac-et-Rouillac,389
24194,0,Gardonne,1087
24195,0,Gaugeac,97
24196,0,Génis,373
24197,0,Ginestet,624
24199,0,Gout-Rossignol,234
24200,0,Grand-Brassac,445
24202,0,Granges-d'Ans,153
24205,0,Grignols,487
24206,0,Grives,95
24207,0,Groléjac,542
24208,0,Grun-Bordas,175
24209,1,Hautefaye,92
24210,1,Hautefort,632
24211,1,Issac,352
24212,1,Issigeac,560
24213,0,Jaure,148
24214,0,Javerlhac-et-la-Chapelle-Saint-Robert,643
24215,0,Jayac,167
24216,3,Jemaye-Ponteyraud,107
24217,0,Journiac,381
24218,0,Jumilhac-le-Grand,905
24220,0,Lacropte,448
24221,0,Rudeau-Ladosse,86
24222,3,Force,1995
24223,0,Lalinde,2521
24224,0,Lamonzie-Montastruc,553
24225,0,Lamonzie-Saint-Martin,2060
24226,0,Lamothe-Montravel,996
24227,0,Lanouaille,709
24228,0,Lanquais,404
24229,2,Lardin-Saint-Lazare,1327
24230,0,Larzac,119
24231,0,Lavalade,76
24232,0,Lavaur,74
24234,4,Lèches,314
24236,0,Léguillac-de-l'Auche,824
24237,0,Lembras,1054
24238,0,Lempzours,114
24240,0,Limeuil,278
24241,0,Limeyrat,344
24242,0,Liorac-sur-Louyre,227
24243,0,Lisle,694
24244,0,Lolme,102
24245,0,Loubejac,201
24246,0,Lunas,339
24247,0,Lusignac,118
24248,0,Lussas-et-Nontronneau,246
24251,0,Manzac-sur-Vern,439
24252,0,Marcillac-Saint-Quentin,690
24253,0,Mareuil en Périgord,1788
24254,0,Marnac,177
24255,0,Marquay,488
24256,0,Marsac-sur-l'Isle,2373
24257,0,Marsalès,202
24259,1,Eyraud-Crempse-Maurens,1377
24260,0,Mauzac-et-Grand-Castang,461
24261,0,Mauzens-et-Miremont,264
24262,0,Mayac,276
24263,0,Mazeyrolles,260
24264,0,Ménesplet,1499
24266,0,Mensignac,1203
24267,0,Mescoules,157
24268,0,Meyrals,542
24269,0,Mialet,524
24271,0,Milhac-de-Nontron,503
24272,0,Minzac,359
24273,0,Molières,292
24274,0,Monbazillac,741
24276,0,Monestier,302
24277,0,Monfaucon,259
24278,0,Monmadalès,66
24279,0,Monmarvès,49
24280,0,Monpazier,337
24281,0,Monsac,148
24282,0,Monsaguel,129
24284,0,Montagnac-d'Auberoche,124
24285,0,Montagnac-la-Crempse,322
24286,0,Montagrier,399
24287,0,Montaut,100
24288,0,Montazeau,234
24289,0,Montcaret,1112
24290,0,Montferrand-du-Périgord,141
24291,0,Montignac-Lascaux,2275
24292,0,Montpeyroux,369
24293,0,Monplaisant,236
24294,0,Montpon-Ménestérol,4412
24295,0,Montrem,1007
24296,0,Mouleydier,834
24297,0,Moulin-Neuf,681
24299,0,Mussidan,2128
24300,0,Nabirat,284
24301,0,Nadaillac,288
24302,0,Nailhac,278
24303,0,Nanteuil-Auriac-de-Bourzac,149
24304,0,Nantheuil,785
24305,0,Nanthiat,220
24306,0,Nastringues,112
24307,0,Naussannes,152
24308,0,Négrondes,618
24309,0,Neuvic,2425
24311,0,Nontron,2178
24312,0,Sanilhac,3668
24313,1,Orliac,48
24316,0,Parcoul-Chenaud,624
24317,0,Paulin,215
24318,0,Paunat,235
24319,0,Paussac-et-Saint-Vivien,381
24320,0,Payzac,727
24321,0,Pazayac,617
24322,0,Périgueux,18322
24323,0,Petit-Bersac,152
24324,0,Peyrignac,428
24325,0,Pechs-de-l'Espérance,680
24326,0,Peyzac-le-Moustier,169
24327,0,Pezuls,111
24328,0,Piégut-Pluviers,914
24329,2,Pizou,1049
24330,0,Plazac,573
24331,0,Pomport,615
24334,0,Pontours,155
24335,0,Port-Sainte-Foy-et-Ponchapt,1725
24336,0,Prats-de-Carlux,435
24337,0,Prats-du-Périgord,124
24338,0,Pressignac-Vicq,326
24339,0,Preyssac-d'Excideuil,148
24340,0,Prigonrieux,3354
24341,0,Proissans,865
24345,0,Queyssac,437
24346,0,Quinsac,302
24347,0,Rampieux,121
24348,0,Razac-d'Eymet,221
24349,0,Razac-de-Saussignac,319
24350,0,Razac-sur-l'Isle,1870
24351,0,Ribagnac,266
24352,0,Ribérac,2867
24353,3,Rochebeaucourt-et-Argentine,260
24354,3,Roche-Chalais,2140
24355,3,Roque-Gageac,423
24356,0,Rouffignac-Saint-Cernin-de-Reilhac,1318
